(416835588, 416828394, 0);(268440195, 268440181, 0)|7810.774
(416828383, 416828391, 0);(268440195, 268440181, 0)|8039.218
(416828384, 207720401, 0);(268440195, 268440181, 0)|7921.312
(416828384, 416828383, 0);(268440195, 268440181, 0)|8183.867
(3128683495, 207720319, 0);(268440195, 268440181, 0)|8103.456
(416828394, 416835403, 0);(268440195, 268440181, 0)|7747.907
(2077282471, 2077282475, 0);(268440195, 268440181, 0)|8528.882
(1135834113, 1135833549, 0);(268440195, 268440181, 0)|7895.102
(207720619, 1135833929, 0);(268440195, 268440181, 0)|7647.579
(207720619, 1135833836, 0);(268440195, 268440181, 0)|7627.325
(3971345418, 1176877847, 0);(268440195, 268440181, 0)|7007.091
(980003855, 2414810210, 0);(268440195, 268440181, 0)|7915.959
(980003855, 1584882211, 0);(268440195, 268440181, 0)|7982.023
(776385575, 443013027, 0);(268440195, 268440181, 0)|8267.524
(776385575, 776385612, 0);(268440195, 268440181, 0)|8388.744
(776385575, 1584882230, 0);(268440195, 268440181, 0)|8071.014
(776385575, 1973825598, 0);(268440195, 268440181, 0)|8394.764
(776385612, 776385575, 0);(268440195, 268440181, 0)|8229.879
(776385612, 776385643, 0);(268440195, 268440181, 0)|8325.925
(776385612, 1584888111, 0);(268440195, 268440181, 0)|8525.633
(2414810210, 416828394, 0);(268440195, 268440181, 0)|7898.872
(2414810210, 2414810211, 0);(268440195, 268440181, 0)|8026.456
(2414810211, 2414810210, 0);(268440195, 268440181, 0)|7962.664
(2414810211, 416835548, 0);(268440195, 268440181, 0)|8122.292
(2414810211, 2414810214, 0);(268440195, 268440181, 0)|8170.836
(2414810212, 2414810214, 0);(268440195, 268440181, 0)|8118.852
(2414810212, 416835543, 0);(268440195, 268440181, 0)|8059.203
(2414810213, 2414810214, 0);(268440195, 268440181, 0)|8078.231
(2414810214, 2414810211, 0);(268440195, 268440181, 0)|8066.75
(2414810214, 2414810212, 0);(268440195, 268440181, 0)|8111.305
(2414810214, 2414810213, 0);(268440195, 268440181, 0)|8089.712
(776385643, 776385612, 0);(268440195, 268440181, 0)|8277.902
(776385643, 776385374, 0);(268440195, 268440181, 0)|8616.594
(776385643, 776385359, 0);(268440195, 268440181, 0)|8410.14
(5497320567, 5497320569, 0);(268440195, 268440181, 0)|6643.024
(5497320569, 5497320567, 0);(268440195, 268440181, 0)|6550.668
(776479870, 420364970, 0);(268440195, 268440181, 0)|7214.735
(776479896, 1120362093, 0);(268440195, 268440181, 0)|7203.341
(409744560, 443010608, 0);(268440195, 268440181, 0)|7110.711
(409744560, 3123452541, 0);(268440195, 268440181, 0)|7590.046
(2016677049, 416835530, 0);(268440195, 268440181, 0)|8132.24
(416835256, 416828369, 0);(268440195, 268440181, 0)|8478.21
(416835256, 416828382, 0);(268440195, 268440181, 0)|8212.042
(416835256, 416835367, 0);(268440195, 268440181, 0)|8320.456
(1135834322, 1135834064, 0);(268440195, 268440181, 0)|7898.741
(3123414329, 1584882229, 0);(268440195, 268440181, 0)|7747.925
(443010613, 443010622, 0);(268440195, 268440181, 0)|7507.248
(247125315, 1589959558, 0);(268440195, 268440181, 0)|6609.116
(295603581, 3124506072, 0);(268440195, 268440181, 0)|6528.791
(295603581, 3124506067, 0);(268440195, 268440181, 0)|6304.84
(1177083294, 1177083408, 0);(268440195, 268440181, 0)|6839.454
(1177083294, 1177083571, 0);(268440195, 268440181, 0)|6846.464
(4238478761, 1940782689, 0);(268440195, 268440181, 0)|6467.092
(3124506039, 3123452557, 0);(268440195, 268440181, 0)|7626.044
(3124506039, 3123452558, 0);(268440195, 268440181, 0)|7539.944
(3124506050, 443011199, 0);(268440195, 268440181, 0)|7401.808
(3124506055, 4944457310, 0);(268440195, 268440181, 0)|7068.33
(3124506056, 1177083408, 0);(268440195, 268440181, 0)|6887.435
(3124506056, 247125315, 0);(268440195, 268440181, 0)|6651.123
(3124506057, 1177083408, 0);(268440195, 268440181, 0)|6789.923
(3124506057, 1177083294, 0);(268440195, 268440181, 0)|6897.382
(3124506057, 443010607, 0);(268440195, 268440181, 0)|6891.975
(3124506067, 295604178, 0);(268440195, 268440181, 0)|6279.712
(3124506067, 295603581, 0);(268440195, 268440181, 0)|6329.968
(3124506072, 1589959469, 0);(268440195, 268440181, 0)|6657.273
(3124506072, 295603581, 0);(268440195, 268440181, 0)|6437.026
(4234360282, 2704123977, 0);(268440195, 268440181, 0)|6778.179
(4234360282, 247123654, 0);(268440195, 268440181, 0)|6765.593
(1584888059, 1584888145, 0);(268440195, 268440181, 0)|8442.846
(1584888059, 776385447, 0);(268440195, 268440181, 0)|8423.304
(3128272359, 416828384, 0);(268440195, 268440181, 0)|7967.757
(3128272359, 3128272361, 0);(268440195, 268440181, 0)|8092.043
(3128272361, 3128272359, 0);(268440195, 268440181, 0)|8029.9
(4236733937, 1135833929, 0);(268440195, 268440181, 0)|7763.996
(4236733937, 1120361975, 0);(268440195, 268440181, 0)|7637.337
(1120361975, 4236733937, 0);(268440195, 268440181, 0)|7642.853
(1120361975, 1120362099, 0);(268440195, 268440181, 0)|7631.821
(1120361980, 980003099, 0);(268440195, 268440181, 0)|7839.035
(1177083389, 1177083571, 0);(268440195, 268440181, 0)|7057.076
(1177083389, 3123452540, 0);(268440195, 268440181, 0)|7160.172
(1177083389, 1177083445, 0);(268440195, 268440181, 0)|7790.878
(1177083408, 3124506056, 0);(268440195, 268440181, 0)|6769.279
(1177083408, 3124506057, 0);(268440195, 268440181, 0)|6810.567
(443010604, 443010611, 0);(268440195, 268440181, 0)|7328.645
(443010606, 443011202, 0);(268440195, 268440181, 0)|7323.529
(443010607, 409744560, 0);(268440195, 268440181, 0)|7292.961
(443010607, 3124506057, 0);(268440195, 268440181, 0)|6840.949
(443010607, 443010666, 0);(268440195, 268440181, 0)|7072.935
(443010608, 409744560, 0);(268440195, 268440181, 0)|7171.385
(443010608, 443011201, 0);(268440195, 268440181, 0)|7251.339
(443010608, 443010663, 0);(268440195, 268440181, 0)|7156.769
(443010608, 443010609, 0);(268440195, 268440181, 0)|7050.037
(443010609, 443010608, 0);(268440195, 268440181, 0)|7091.561
(443010609, 3123452545, 0);(268440195, 268440181, 0)|7112.903
(443010609, 443010666, 0);(268440195, 268440181, 0)|7008.513
(443010609, 3123452547, 0);(268440195, 268440181, 0)|7177.391
(443010611, 443010604, 0);(268440195, 268440181, 0)|7322.063
(443010612, 443011191, 0);(268440195, 268440181, 0)|7344.829
(1177083445, 1177083484, 0);(268440195, 268440181, 0)|7474.435
(1177083445, 1177083389, 0);(268440195, 268440181, 0)|7423.977
(443010615, 443010619, 0);(268440195, 268440181, 0)|7475.3
(443010617, 3123452563, 0);(268440195, 268440181, 0)|7395.087
(443010619, 443010615, 0);(268440195, 268440181, 0)|7385.943
(443010621, 3123452570, 0);(268440195, 268440181, 0)|7420.373
(443010622, 443010613, 0);(268440195, 268440181, 0)|7417.56
(443010623, 443011191, 0);(268440195, 268440181, 0)|7340.164
(4944457312, 4944457310, 0);(268440195, 268440181, 0)|7118.269
(443010626, 443011211, 0);(268440195, 268440181, 0)|7384.239
(443010629, 443010679, 0);(268440195, 268440181, 0)|7381.247
(416835270, 416835342, 0);(268440195, 268440181, 0)|7726.744
(1177083484, 1177083445, 0);(268440195, 268440181, 0)|7449.206
(1177083484, 1177083494, 0);(268440195, 268440181, 0)|7467.512
(4944457310, 4944457312, 0);(268440195, 268440181, 0)|7227.964
(4944457310, 1177083571, 0);(268440195, 268440181, 0)|7008.574
(4944457310, 3124506055, 0);(268440195, 268440181, 0)|7128.086
(443010655, 443010672, 0);(268440195, 268440181, 0)|7328.609
(443010655, 443010676, 0);(268440195, 268440181, 0)|7358.489
(443010655, 443011199, 0);(268440195, 268440181, 0)|7418.347
(1940782689, 1589959552, 0);(268440195, 268440181, 0)|6348.527
(443010658, 443010679, 0);(268440195, 268440181, 0)|7258.181
(443010658, 3123452543, 0);(268440195, 268440181, 0)|7211.118
(1177083494, 1177083484, 0);(268440195, 268440181, 0)|7458.359
(1177083494, 416835335, 0);(268440195, 268440181, 0)|7827.295
(443010663, 443010608, 0);(268440195, 268440181, 0)|7103.403
(443010665, 443010666, 0);(268440195, 268440181, 0)|6995.329
(443010666, 443010665, 0);(268440195, 268440181, 0)|7033.716
(443010666, 443010609, 0);(268440195, 268440181, 0)|7060.084
(443010666, 443010607, 0);(268440195, 268440181, 0)|6956.942
(1120362093, 776479896, 0);(268440195, 268440181, 0)|7326.261
(1120362093, 2704142899, 0);(268440195, 268440181, 0)|7080.421
(295603824, 3124506067, 0);(268440195, 268440181, 0)|6308.149
(1120362099, 1120361980, 0);(268440195, 268440181, 0)|7617.508
(1120362099, 1120362093, 0);(268440195, 268440181, 0)|7588.16
(443010676, 443010672, 0);(268440195, 268440181, 0)|7259.841
(443010676, 443010655, 0);(268440195, 268440181, 0)|7427.257
(376041078, 376797562, 0);(268440195, 268440181, 0)|6730.48
(443010679, 3123452541, 0);(268440195, 268440181, 0)|7236.107
(443010679, 443010629, 0);(268440195, 268440181, 0)|7526.387
(443010679, 3124506039, 0);(268440195, 268440181, 0)|7560.524
(1120362122, 5557745341, 0);(268440195, 268440181, 0)|7689.636
(443010672, 443010658, 0);(268440195, 268440181, 0)|7239.705
(443010672, 443010655, 0);(268440195, 268440181, 0)|7417.513
(247123624, 207721214, 0);(268440195, 268440181, 0)|8122.543
(3128759978, 416835619, 0);(268440195, 268440181, 0)|7818.118
(3128759978, 3128759980, 0);(268440195, 268440181, 0)|7978.192
(3128759980, 3128759978, 0);(268440195, 268440181, 0)|7898.155
(247123630, 416835261, 0);(268440195, 268440181, 0)|8270.156
(247123630, 2422521542, 0);(268440195, 268440181, 0)|8151.039
(1177083571, 4944457310, 0);(268440195, 268440181, 0)|7174.189
(1177083571, 1177083389, 0);(268440195, 268440181, 0)|7271.193
(1177083571, 1177083294, 0);(268440195, 268440181, 0)|6842.959
(247123638, 416835624, 0);(268440195, 268440181, 0)|7953.224
(247123638, 416835261, 0);(268440195, 268440181, 0)|8128.273
(247123638, 416835262, 0);(268440195, 268440181, 0)|7897.878
(5557745341, 207720614, 0);(268440195, 268440181, 0)|7635.222
(416835262, 207720401, 0);(268440195, 268440181, 0)|7891.058
(416835262, 247123638, 0);(268440195, 268440181, 0)|7904.698
(416835262, 3128272359, 0);(268440195, 268440181, 0)|8091.066
(1181245124, 1181245196, 0);(268440195, 268440181, 0)|6950.156
(1181245124, 247123654, 0);(268440195, 268440181, 0)|6843.937
(1181245124, 250067446, 0);(268440195, 268440181, 0)|6585.645
(2422521542, 247123624, 0);(268440195, 268440181, 0)|8136.285
(2422521543, 2422521542, 0);(268440195, 268440181, 0)|8151.231
(2422521543, 247123630, 0);(268440195, 268440181, 0)|8171.395
(5557745353, 207720399, 0);(268440195, 268440181, 0)|7762.813
(247123664, 1589959498, 0);(268440195, 268440181, 0)|6741.772
(5557745361, 207720398, 0);(268440195, 268440181, 0)|8063.416
(5557745361, 207720319, 0);(268440195, 268440181, 0)|8084.258
(416835283, 416835286, 0);(268440195, 268440181, 0)|8277.37
(416835283, 416828391, 0);(268440195, 268440181, 0)|8073.081
(416835286, 2414810226, 0);(268440195, 268440181, 0)|8265.99
(416835286, 416835292, 0);(268440195, 268440181, 0)|8236.07
(416835292, 416835516, 0);(268440195, 268440181, 0)|8155.41
(416835292, 416835508, 0);(268440195, 268440181, 0)|8471.406
(416835292, 1584888061, 0);(268440195, 268440181, 0)|8221.022
(1958655720, 1958655723, 0);(268440195, 268440181, 0)|8260.702
(1958655720, 207719061, 0);(268440195, 268440181, 0)|8317.148
(1958655723, 1958655720, 0);(268440195, 268440181, 0)|8292.646
(1958655723, 207719022, 0);(268440195, 268440181, 0)|8228.758
(416835335, 1177083494, 0);(268440195, 268440181, 0)|7642.827
(416835335, 416835342, 0);(268440195, 268440181, 0)|7718.589
(416835335, 1584882229, 0);(268440195, 268440181, 0)|7814.775
(1181245196, 1181245124, 0);(268440195, 268440181, 0)|6808.855
(416835342, 416835335, 0);(268440195, 268440181, 0)|7680.708
(416835342, 416835271, 0);(268440195, 268440181, 0)|8320.892
(3123452547, 3123452545, 0);(268440195, 268440181, 0)|7132.595
(3123452547, 443010609, 0);(268440195, 268440181, 0)|7092.952
(3552555993, 1120361975, 0);(268440195, 268440181, 0)|7662.284
(1584888112, 1584888111, 0);(268440195, 268440181, 0)|8447.538
(416835367, 2414810226, 0);(268440195, 268440181, 0)|8397.688
(416835367, 416828382, 0);(268440195, 268440181, 0)|8232.586
(416835403, 416835531, 0);(268440195, 268440181, 0)|8058.671
(416835403, 416835543, 0);(268440195, 268440181, 0)|8137.791
(416835403, 416835407, 0);(268440195, 268440181, 0)|7678.697
(416835407, 416835410, 0);(268440195, 268440181, 0)|7634.643
(416835410, 416835473, 0);(268440195, 268440181, 0)|7831.363
(416835410, 207606356, 0);(268440195, 268440181, 0)|7608.161
(207720293, 247036680, 0);(268440195, 268440181, 0)|8432.109
(416828391, 980003855, 0);(268440195, 268440181, 0)|7990.522
(416828391, 416835283, 0);(268440195, 268440181, 0)|8155.64
(416828391, 416828383, 0);(268440195, 268440181, 0)|8087.914
(3123452562, 3123452564, 0);(268440195, 268440181, 0)|7381.003
(207720319, 5557745361, 0);(268440195, 268440181, 0)|8073.837
(207720319, 3128683495, 0);(268440195, 268440181, 0)|8133.075
(416835473, 416835410, 0);(268440195, 268440181, 0)|7719.762
(416835473, 416835516, 0);(268440195, 268440181, 0)|8562.074
(416835473, 1584882230, 0);(268440195, 268440181, 0)|8293.198
(443013027, 776385575, 0);(268440195, 268440181, 0)|8169.269
(443013027, 443013029, 0);(268440195, 268440181, 0)|8367.907
(443013027, 1584888061, 0);(268440195, 268440181, 0)|8304.123
(443013029, 443013027, 0);(268440195, 268440181, 0)|8268.588
(416835508, 416835292, 0);(268440195, 268440181, 0)|8313.408
(416835508, 776385431, 0);(268440195, 268440181, 0)|8327.008
(416835516, 416835524, 0);(268440195, 268440181, 0)|8081.569
(416835516, 416835292, 0);(268440195, 268440181, 0)|8229.251
(416835524, 416835530, 0);(268440195, 268440181, 0)|7960.647
(416835524, 416835516, 0);(268440195, 268440181, 0)|8233.789
(416835524, 416835516, 1);(268440195, 268440181, 0)|8202.491
(416835530, 2016677049, 0);(268440195, 268440181, 0)|8370.846
(416835530, 416835531, 0);(268440195, 268440181, 0)|7893.634
(416835530, 416835524, 0);(268440195, 268440181, 0)|8027.66
(416835531, 416835530, 0);(268440195, 268440181, 0)|7918.584
(416835531, 416835403, 0);(268440195, 268440181, 0)|7868.684
(416835531, 416835591, 0);(268440195, 268440181, 0)|7903.721
(207720398, 5559249624, 0);(268440195, 268440181, 0)|7758.555
(207720398, 1120362122, 0);(268440195, 268440181, 0)|7719.224
(207720399, 5559249624, 0);(268440195, 268440181, 0)|7769.616
(207720399, 207720401, 0);(268440195, 268440181, 0)|7865.208
(207720399, 1120362122, 0);(268440195, 268440181, 0)|7731.432
(207720401, 416828384, 0);(268440195, 268440181, 0)|8044.304
(207720401, 416835262, 0);(268440195, 268440181, 0)|7983.796
(207720401, 207720399, 0);(268440195, 268440181, 0)|7798.32
(295604178, 5532300141, 0);(268440195, 268440181, 0)|6249.238
(416835543, 2414810211, 0);(268440195, 268440181, 0)|8027.479
(416835548, 416835624, 0);(268440195, 268440181, 0)|8108.516
(416835548, 416828391, 0);(268440195, 268440181, 0)|8070.066
(381075429, 381116720, 0);(268440195, 268440181, 0)|6789.197
(381075432, 420364970, 0);(268440195, 268440181, 0)|7046.45
